Row;Column;L11;a11;b11;L12;a12;b12;L13;a13;b13;L14;a14;b14;L15;a15;b15;L16;a16;b16;L17;a17;b17;L18;a18;b18;L21;a21;b21;L22;a22;b22;L23;a23;b23;L24;a24;b24;L25;a25;b25;L26;a26;b26;L27;a27;b27;L28;a28;b28;L31;a31;b31;L32;a32;b32;L33;a33;b33;L34;a34;b34;L35;a35;b35;L36;a36;b36;L37;a37;b37;L38;a38;b38;L41;a41;b41;L42;a42;b42;L43;a43;b43;L44;a44;b44;L45;a45;b45;L46;a46;b46;L47;a47;b47;L48;a48;b48;L51;a51;b51;L52;a52;b52;L53;a53;b53;L54;a54;b54;L55;a55;b55;L56;a56;b56;L57;a57;b57;L58;a58;b58;L61;a61;b61;L62;a62;b62;L63;a63;b63;L64;a64;b64;L65;a65;b65;L66;a66;b66;L67;a67;b67;L68;a68;b68;L71;a71;b71;L72;a72;b72;L73;a73;b73;L74;a74;b74;L75;a75;b75;L76;a76;b76;L77;a77;b77;L78;a78;b78;L81;a81;b81;L82;a82;b82;L83;a83;b83;L84;a84;b84;L85;a85;b85;L86;a86;b86;L87;a87;b87;L88;a88;b88
6;2;52,4394;0,0652;2,5133;42,9822;-17,4474;24,8911;51,6737;0,1648;2,5238;47,0787;-4,189;-26,0455;54,4109;7,7027;-30,0722;52,3881;0,0402;2,6312;69,4081;-36,1037;1,1678;51,8884;0,124;2,6786;94,1894;0,577;0,7261;52,6065;48,6546;19,1568;72,0738;13,2279;12,0918;35,449;12,8386;23,547;63,2395;16,8489;14,3564;57,8226;11,4626;23,2312;84,0748;2,6325;87,0923;73,2583;19,947;73,0862;82,4859;0,3652;0,8768;63,9139;13,8267;15,5491;68,5193;9,6961;12,7103;34,5838;14,9914;30,5465;65,7926;9,0065;18,7131;60,476;16,23;22,0405;58,0234;16,7796;20,9094;42,1213;55,4675;35,1076;66,5956;0,1426;1,281;42,9215;18,5147;20,8532;39,1032;13,8152;22,8025;52,2532;0,0839;2,1319;51,8358;0,0813;2,1114;65,5529;13,4797;14,2416;72,7444;9,2188;13,5473;51,7017;48,5903;-19,2767;51,6359;0,1639;1,8483;72,7812;9,7224;9,8296;52,0244;0,0978;1,9455;51,7163;0,1632;1,9019;52,1785;0,1392;1,8755;51,8051;0,2007;1,9213;44,1017;14,8402;22,9567;52,0043;0,1092;1,8243;39,0823;0,4176;1,8647;67,7975;14,6859;11,5468;73,6327;8,7276;14,9678;69,9919;12,3361;10,1988;53,3251;12,1063;21,8486;48,1334;19,605;22,523;65,6282;12,8851;15,7764;54,8436;-41,0912;32,9299;18,6688;0,8503;0,4429;65,6329;17,4873;12,8;57,2804;16,9305;16,8734;70,1556;13,1204;9,1535;37,4286;15,3072;18,0717;33,1538;13,296;15,6506;29,7345;11,2538;13,074;71,4615;-26,6111;56,1937;52,2592;0,0895;2,2764;63,4158;37,4469;62,3381;52,3135;0,0801;2,2778;51,7717;-30,4679;-28,4174;26,4061;26,653;-28,4359;52,3863;0,1013;2,22;30,9353;12,1802;-46,5454;52,3455;0,0616;2,2056
6;2;52,9089;0,109;2,6414;42,5276;-17,3307;23,2829;52,6237;0,1222;2,6591;47,1418;-3,9159;-26,1448;53,9832;7,4799;-29,8606;53,5965;0,1124;2,6044;69,1778;-36,2053;0,4523;53,9952;0,1005;2,5522;94,2724;0,5527;0,8478;51,9817;48,4211;17,9777;72,4362;13,5602;12,2662;35,3082;13,399;22,9553;63,6112;16,9515;13,73;57,8112;10,9905;23,2442;83,7278;3,1003;85,2339;72,5573;20,8256;71,12;81,4899;0,2874;1,089;64,2309;13,5685;15,3174;69,414;9,4212;12,4579;34,8933;15,8793;30,2746;65,7247;8,6169;18,6913;60,8758;16,2651;22,177;57,9176;16,8591;20,792;42,3205;55,3656;34,0736;67,282;0,1478;1,1915;43,1701;18,6582;20,4721;39,4622;13,9408;22,6706;52,6143;0,1894;2,189;52,8335;0,0797;2,0796;66,2969;13,3272;13,9768;73,1111;9,078;13,613;51,6173;48,6426;-19,2382;52,4582;0,149;1,8558;73,0214;9,5376;9,5601;53,3016;0,0892;1,9099;52,4345;0,1373;1,8715;52,7892;0,1316;1,7415;53,454;0,1053;1,8076;44,685;15,1302;22,2813;52,6567;0,1191;1,7932;40,2279;0,2785;2,4647;68,0414;14,6462;11,2892;74,5088;8,4445;15,168;70,4575;12,4415;9,9252;52,9534;11,9664;21,6735;47,7752;19,8145;22,4587;66,3173;12,6441;15,7187;54,5351;-41,6181;30,8847;20,6792;0,7626;0,7531;65,7984;17,7548;12,4836;58,0377;16,8455;16,6027;70,6088;13,1983;8,7865;37,4312;15,5214;18,0953;33,1769;14,1159;15,0194;30,1923;11,5867;13,0714;71,0076;-27,2132;54,349;53,1225;0,087;2,2838;63,2258;38,3143;59,909;52,3645;0,0874;2,221;51,389;-30,9882;-29,5119;26,5413;25,99;-28,9968;52,3877;0,0886;2,4177;30,8551;11,8955;-46,7804;52,8741;0,0584;2,3126
6;2;53,5161;0,0442;2,4234;43,4505;-17,8521;25,6929;53,1594;0,0366;2,4203;47,2936;-4,4271;-26,0681;53,8123;7,0297;-29,9012;53,0675;0,1413;2,4543;68,8978;-36,9627;0,1495;53,3705;0,1108;2,4223;94,3111;0,5723;0,577;52,0934;48,3004;18,6804;71,7557;13,5075;12,2111;35,2975;13,3332;23,3407;62,4212;17,2107;14,2482;56,6702;11,4429;23,3432;83,7362;2,955;87,0533;72,9825;20,689;72,6442;82,1532;0,3867;0,7102;63,5982;13,8626;15,715;66,6171;9,7826;12,7924;34,9684;15,6547;31,0134;65,1938;8,9918;18,8371;59,756;16,5975;22,1061;56,8784;17,3105;20,9096;41,6329;55,1059;34,3847;66,8622;0,1709;1,112;43,1031;18,6148;21,3191;38,0345;13,8984;22,9974;52,9172;0,1284;1,9063;52,8334;0,1371;1,9307;65,0794;13,7116;14,3187;72,4282;9,3127;13,5974;51,1553;48,4116;-19,5298;52,6281;0,1442;1,6817;72,3035;9,7445;9,8113;52,2387;0,1275;1,8045;52,1176;0,1763;1,807;52,2058;0,1687;1,7408;52,6462;0,2282;1,76;44,2185;15,2015;22,9596;52,9492;0,0539;1,718;40,1683;0,2077;2,4224;67,2991;15,1065;11,4489;73,3942;8,6084;15,4075;69,7492;12,6641;10,1301;52,4452;12,3571;21,7368;47,1907;20,0327;22,3813;65,155;13,0392;16,0501;54,2655;-42,2551;31,9446;19,5532;0,699;0,4994;65,1191;18,072;12,7699;55,636;17,0287;16,8623;69,99;13,3456;9,109;37,5506;15,3806;18,7443;33,8184;13,4535;15,9176;29,9265;11,5989;13,3643;71,2061;-26,8786;55,9651;52,6234;0,0811;2,1507;63,3608;37,9194;61,2887;51,335;0,2358;2,5048;50,9556;-31,6466;-29,4984;25,7193;25,7381;-28,6752;52,8913;0,1298;2,129;30,4958;10,8786;-47,2575;52,7424;0,0821;2,1379
6;2;52,5117;0,1356;2,4925;43,0675;-18,2231;24,1653;52,0425;0,1367;2,5438;47,4131;-4,2785;-27,3259;53,4646;7,4154;-30,1551;52,5494;0,0898;2,3785;69,0481;-36,8327;-0,2204;52,3781;0,1035;2,5257;94,6139;0,5847;0,3868;52,3894;48,475;18,9581;71,9584;13,2799;12,3328;35,1382;13,5423;22,6983;62,9133;16,9313;14,2324;57,2432;11,5497;23,1274;83,8106;2,6268;85,8608;72,9953;20,1271;72,1182;82,5489;0,3481;0,5963;63,6966;13,9956;15,6351;68,4653;9,7458;12,4814;34,3084;15,499;30,0386;65,5935;8,9834;18,7518;59,9089;16,3673;22,066;57,6895;16,768;21,1606;42,1463;55,401;34,3776;67,3539;0,2316;0,969;43,4777;19,0305;21,4822;39,0155;14,1183;22,8904;51,513;0,0929;1,917;51,8834;0,1022;2,0171;65,6518;13,4748;14,2157;72,7679;9,1986;13,4727;50,9335;48,7943;-19,2622;52,4404;0,1249;1,7389;72,5041;9,6868;9,6716;51,8164;0,1084;1,7506;51,2871;0,1705;1,7237;51,3059;0,1538;1,8078;51,5782;0,1392;1,7894;44,4257;15,1772;22,6003;51,5391;0,1914;1,8503;39,2224;0,4613;1,7994;67,8325;14,7783;11,4002;73,7329;8,6413;15,0243;69,9917;12,4892;10,1115;53,2677;12,3735;22,0324;48,131;20,0455;22,6893;65,5188;13,0211;15,8434;54,4158;-43,1847;30,9965;18,4389;0,5424;0,4333;65,4493;17,6995;12,9397;57,1948;17,0363;16,8104;70,5385;13,0968;8,9266;37,5152;15,8418;18,6472;32,8615;13,615;15,0763;28,8763;11,6771;12,5617;71,1679;-27,4593;55,0418;52,5882;0,0635;2,1656;63,5261;37,5178;61,0469;51,355;0,11;2,2569;50,8053;-31,8445;-30,132;26,4135;25,9274;-30,1779;51,6342;0,0787;2,0514;30,4428;11,0576;-47,8944;52,1497;0,1215;2,3662
6;2;53,5448;0,0477;2,4578;43,989;-17,1767;25,5033;53,2226;0,127;2,3565;48,1086;-3,6648;-25,3793;55,2591;7,8629;-28,6792;53,0178;0,1188;2,4998;70,3259;-35,1331;1,7121;53,7223;0,1287;2,3526;94,7293;0,5176;0,6692;52,2493;47,6214;18,9127;71,9638;13,6455;12,1979;35,0708;13,2543;23,0977;62,7538;17,2408;14,1837;56,9024;11,41;23,1788;83,8509;3,0892;86,1762;73,1183;20,6764;72,6322;82,1667;0,3184;0,7212;63,7076;13,9507;15,6312;68,2925;9,7546;12,691;34,6251;15,472;30,354;65,4778;8,9714;18,8328;59,6879;16,6461;22,1818;57,0559;17,2114;20,9797;42,2381;55,5585;34,4995;67,3244;0,1464;1,0202;43,9103;18,5695;21,4342;39,5148;13,8963;23,2768;53,7201;0,069;1,7654;53,849;0,1163;1,8111;65,5658;13,5673;14,2159;72,9509;9,2659;13,5832;52,134;48,3979;-19,0111;53,3024;0,1328;1,6232;73,0697;9,6104;9,6001;53,192;0,1087;1,6003;53,0318;0,15;1,5927;53,1727;0,0958;1,529;53,5408;0,1495;1,5695;44,4167;14,9123;22,6945;53,01;0,0527;1,637;40,6819;0,2034;2,1996;67,83;14,8824;11,3077;73,8277;8,6246;15,3533;70,2372;12,5543;9,9928;52,7141;12,1917;21,9939;47,5443;19,8016;22,5086;65,2748;13,0925;16,1193;54,9882;-40,6096;32,7207;19,2767;0,6066;0,4701;65,3237;17,9971;12,7622;57,0885;17,0971;16,7503;70,1622;13,3498;8,8051;37,9312;15,6046;19,1156;33,8504;13,7073;15,3723;30,0472;11,6393;13,2657;71,9859;-26,6364;56,2273;53,1493;0,0658;1,9982;63,9822;37,2087;62,2089;53,0571;0,0624;2,0228;51,3917;-30,8071;-29,0663;26,5571;26,6412;-28,1308;53,2292;0,0964;2,0181;30,4255;12,2648;-47,0666;52,7992;0,1038;2,0839
6;2;53,1365;0,1097;2,4991;44,5303;-17,0807;25,3591;53,3132;0,1428;2,5668;48,3094;-3,3138;-25,8594;54,5082;8,832;-28,9545;53,0454;0,1558;2,5088;70,3421;-35,5159;1,7701;52,9945;0,119;2,43;94,5559;0,6431;0,4053;53,3331;48,415;19,1068;72,3331;13,3486;12,1341;35,8801;13,4916;22,8634;63,9397;16,861;13,7097;58,3671;11,1667;22,9355;83,7868;2,622;84,393;72,9542;19,9234;70,4961;82,9552;0,3424;0,6374;64,6962;13,5687;15,1046;68,8023;9,7184;12,4479;35,5337;16,1035;29,5956;66,7186;8,8867;18,399;61,0177;16,1749;21,7606;58,0767;16,9191;20,4835;42,6959;54,7973;34,4233;68,4857;0,1187;0,9517;44,7827;18,8511;20,8712;40,3642;14,0064;22,8799;53,0103;0,1196;2,0877;52,6462;0,2128;2,0896;66,6778;13,3606;13,739;73,3304;9,2598;13,3499;52,592;48,8875;-18,6084;52,9979;0,1759;1,6642;73,1827;9,6057;9,3837;52,9141;0,2024;1,7222;52,7082;0,1318;1,7452;53,0732;0,1099;1,7958;53,2863;0,1708;1,7622;45,2174;15,2501;22,6066;53,306;0,0963;1,7264;41,5316;0,2522;2,4718;68,0694;14,807;11,0742;73,8757;8,6692;14,9097;70,4521;12,4369;9,8132;54,3085;11,9595;22,0776;48,7008;19,8057;22,6503;66,2542;12,6556;15,3316;55,8289;-39,8954;32,7667;21,3611;0,6035;1,2469;66,06;17,608;12,3784;58,2872;16,8287;16,571;70,3441;13,1941;8,8045;38,9991;15,7508;18,9334;34,9477;13,98;15,7031;31,0585;11,9204;13,5185;71,9591;-25,9125;55,6275;53,8022;0,1703;1,9928;63,7045;37,8172;60,1311;52,4793;0,1873;2,1774;52,0975;-30,2201;-28,6716;27,5376;26,8156;-28,2291;53,4058;0,1424;2,0601;31,4142;12,6465;-46,3782;52,8628;0,105;2,2883
6;2;53,5273;0,1355;2,5031;44,5611;-17,2613;25,4605;53,8392;0,1351;2,4489;48,8879;-3,3211;-26,2427;54,3667;8,5902;-29,0623;54,1595;0,068;2,5632;70,1076;-35,2306;0,9282;53,4163;0,1609;2,0014;94,1986;0,5828;0,723;53,1672;48,5056;18,6778;71,8087;13,6086;12,0491;36,0958;13,4856;22,9599;63,4928;16,8995;13,7151;58,8847;11,3463;23,1189;83,7606;2,9827;83,9732;72,7422;20,579;70,3127;82,8279;0,3779;0,8776;64,3468;13,7681;15,3373;68,6277;9,912;12,5016;35,5767;16,1778;29,8918;65,9493;8,8971;18,6455;60,4542;16,4952;21,8719;57,835;17,0947;20,7253;42,6288;54,9106;34,0484;69,143;0,198;0,9589;44,4945;19,1386;21,3076;39,9853;14,2782;22,9243;53,7033;0,1449;2,1061;53,7201;0,1489;2,0335;66,1797;13,4505;13,9543;73,0434;9,223;13,3919;52,5308;48,7513;-18,6029;53,8686;0,0736;1,7936;72,9249;9,5912;9,57;52,9863;0,1751;1,7298;53,3017;0,1653;1,8366;53,0197;0,2343;1,8874;54,0546;0,164;1,6487;45,6791;15,4779;22,8034;53,8819;0,1671;1,8125;40,6515;0,1871;2,6979;67,8241;15,0036;11,2089;73,6451;8,6583;15,0638;70,1824;12,6578;9,9781;54,0461;12,2341;21,9122;48,235;20,3157;22,6145;65,9211;12,8613;15,7705;55,6913;-40,3663;32,4047;20,8766;0,677;1,1481;65,6369;17,9927;12,5391;57,785;17,0735;16,6231;70,2484;13,4501;8,919;38,1125;15,9221;18,5941;34,4219;14,0544;15,461;30,7031;11,7545;12,9859;71,9214;-26,1829;55,6033;54,2276;0,1083;2,1219;63,7877;37,4434;60,3272;53,3147;0,1259;2,1436;51,7459;-30,4432;-28,7647;27,3538;26,0886;-28,9023;53,1732;0,1179;2,1971;31,6758;11,2013;-46,7799;53,5895;0,0774;2,3008
6;2;52,8816;0,1291;2,7066;43,863;-17,4417;24,9086;52,6488;0,0904;2,6811;48,8762;-3,4631;-26,2399;53,9501;8,7798;-29,0701;53,2284;0,1339;2,579;69,9711;-35,61;1,8469;53,3433;0,0835;2,5611;94,3215;0,5599;0,7401;52,5185;48,4372;19,1801;71,8383;13,5177;11,875;35,0246;13,4727;22,6782;63,5437;17,0448;13,9124;57,8335;11,1124;23,1151;83,7375;2,958;84,9107;72,954;20,0187;71,4727;82,2356;0,3044;0,9455;64,4236;13,7862;15,4335;68,4725;9,8611;12,432;34,78;15,9768;29,6942;65,4965;8,8796;18,5619;60,2213;16,3629;21,8169;57,5061;16,8359;20,5252;42,5203;55,0252;34,3617;68,2924;0,2142;1,0926;43,8238;19,1531;21,0927;39,7433;14,3277;23,2044;52,0726;0,1541;2,1233;52,3925;0,1095;2,1627;65,8464;13,4357;13,8806;72,6029;9,2425;13,4837;52,229;49,3182;-18,8129;52,8258;0,115;1,875;72,702;9,5903;9,5905;52,5159;0,0853;1,8771;52,1342;0,0992;1,8413;52,61;0,1387;1,8413;53,0983;0,1215;1,8298;45,4664;15,532;23,11;52,9953;0,1815;1,7173;39,8526;0,3964;2,5618;68,0332;14,8712;11,2038;73,6406;8,7321;14,7355;70,0686;12,5694;9,8924;53,7924;12,0587;21,8989;48,3698;20,18;22,7409;65,7509;12,7572;15,5871;55,3526;-41,0341;32,6611;20,1506;0,6778;0,977;65,6959;17,9749;12,4924;57,2622;16,8798;16,439;69,8241;13,4891;8,9682;38,1038;16,0618;18,8171;33,2747;14,074;15,2983;29,8799;11,7339;13,2299;71,5918;-26,3427;55,9343;52,9905;0,1592;2,3442;63,5574;37,5892;61,379;52,4814;0,1298;2,2879;51,9534;-31,0974;-28,9809;26,7803;27,0626;-28,64;52,178;0,1051;2,2992;31,2809;11,4123;-46,9268;52,6592;0,0831;2,2225
6;2;51,5938;0,0827;2,6561;42,0696;-17,3207;24,7794;51,8634;0,1265;2,697;46,0414;-3,4254;-26,1889;52,835;9,0023;-30,1232;51,7888;0,1662;2,6614;68,8487;-37,2679;0,9327;51,269;0,1049;2,7515;94,3372;0,5748;0,9079;51,3106;49,3707;18,477;72,1642;13,8236;12,2472;34,2265;13,8337;22,3446;62,3263;17,4168;14,291;56,5432;11,4454;23,4434;83,5541;3,6053;87,0975;71,4949;22,7261;71,9395;81,42;0,3836;0,9739;63,4227;14,1453;15,7998;68,1973;9,8176;12,9258;33,9798;16,2164;30,2234;65,3447;8,9142;18,8813;59,9212;16,7816;22,2531;57,1982;17,6351;21,0974;41,6139;54,9291;35,0388;66,4658;0,1486;1,2796;42,3988;19,1684;20,8974;38,5282;14,2512;22,9757;51,384;0,2149;2,2472;51,5956;0,1183;2,2517;65,2498;13,8238;14,2885;73,0592;9,3661;13,7263;50,7457;49,5633;-19,4547;51,425;0,1265;1,9163;72,0756;9,8392;9,9847;51,2432;0,1834;1,9499;50,8802;0,1471;2,0886;50,8195;0,1597;1,9576;51,3803;0,1851;1,9265;43,1078;15,5237;22,9836;50,9376;0,1354;2,0207;39,1994;0,5482;1,8901;66,9903;15,2042;11,619;73,9443;8,7002;15,4526;69,7807;12,7955;10,2061;52,3531;12,299;21,9729;46,7159;20,1953;22,5375;64,8882;13,2365;16,2189;53,7369;-41,666;32,8431;19,3622;0,6159;0,7061;64,9059;18,5311;12,8091;56,7233;17,4037;16,7485;69,8658;13,6943;9,0167;36,5448;15,9099;18,1516;32,3387;14,038;15,3494;29,1824;11,8665;12,7034;70,8306;-27,4708;56,6149;51,8772;0,1393;2,2804;63,2519;38,9907;62,1545;51,6524;0,1201;2,2937;51,008;-31,5535;-29,6058;25,9657;25,997;-28,2828;52,1782;0,0667;2,288;30,4427;11,4743;-47,7393;51,507;0,2152;2,3637
6;2;53,3064;0,042;2,5314;44,1105;-17,2961;26,2937;53,0754;0,0569;2,5585;47,8718;-3,1707;-26,1769;54,0695;9,2271;-29,2472;53,0335;0,0674;2,6642;69,5802;-35,747;2,2027;52,5345;0,1546;2,5102;94,3008;0,5694;0,78;52,5604;48,6254;18,943;72,0931;13,5477;12,0673;36,2134;13,6651;23,8754;63,2623;17,0382;13,8712;57,9244;11,1816;23,537;83,7923;2,7912;85,4333;72,326;21,1862;70,9709;82,2561;0,37;1,0368;64,3691;13,715;15,4256;68,798;9,8809;12,6363;35,2099;16,1621;30,6476;66,2523;8,7729;18,7663;61,0438;16,2665;22,0469;58,4144;17,1033;20,8741;42,3338;55,2739;34,9054;67,5603;0,2536;1,1576;43,5984;19,0127;21,3993;40,9334;14,1591;24,0503;52,9527;0,0991;2,0643;53,185;0,1533;2,0239;66,2003;13,4828;13,9519;73,2475;9,1215;13,4949;51,6052;49,0705;-18,7502;52,3445;0,0494;1,9367;72,696;9,6263;9,7444;52,3601;0,0508;1,931;52,1767;0,1313;1,7776;52,2882;0,1249;1,8659;52,8083;0,1787;1,9147;44,7146;15,4035;23,4153;53,0661;0,0774;1,8121;40,5951;0,2389;2,3516;67,8434;14,7618;11,2518;73,8888;8,5923;15,0593;70,4921;12,5511;9,8098;53,9714;12,0514;22,1805;48,4832;20,2908;22,9589;65,7086;12,814;15,8073;55,4149;-40,6781;33,4415;20,3858;0,7479;0,8231;65,5825;17,8954;12,6295;58,0042;17,0435;16,4987;70,659;13,2734;8,885;37,9286;15,8373;18,8802;34,096;13,9112;15,7562;31,092;11,8812;13,7829;71,4781;-26,4495;56,4403;53,2368;0,122;2,1782;63,5235;37,7677;61,587;53,6247;0,0813;2,1562;51,8138;-30,7381;-28,9071;27,1878;27,5277;-28,794;53,6753;0,0954;2,1148;31,1591;11,4139;-47,109;53,4092;0,0663;2,2527
6;2;51,4675;0,186;2,7498;42,4759;-16,6266;24,6717;51,6918;0,0981;2,8755;47,7026;-3,2344;-25,4058;54,5043;8,5086;-28,845;52,4284;0,1546;2,5871;70,4047;-35,7956;2,2251;52,2391;0,1607;2,6042;94,4982;0,563;0,6466;51,9509;47,3706;19,4977;71,3605;13,7743;12,4211;34,3719;13,21;22,0345;62,1162;17,5024;14,3572;56,1536;11,3269;23,4042;83,826;2,8082;85,9958;73,0436;20,6573;71,824;81,0991;0,3167;0,9198;63,2219;14,0186;15,7394;68,232;9,7934;12,7953;34,1119;15,6238;29,5329;65,231;8,9144;18,8903;59,7544;16,6345;22,2324;56,7777;17,193;20,8522;42,1538;54,1599;34,177;65,6774;0,2049;1,2759;42,5935;18,4002;21,1448;38,5503;13,8696;22,5634;51,7145;0,1426;2,2454;51,6436;0,0944;2,2364;65,0965;13,7072;14,3853;72,6761;9,3806;13,823;51,8032;48,359;-19,2348;51,515;0,2315;1,915;72,3066;9,7954;9,8864;52,032;0,1915;1,9068;51,5393;0,1809;1,9184;52,0216;0,1996;1,8341;52,3852;0,1339;1,8679;43,4301;15,1754;22,2821;51,81;0,1264;1,8957;39,8706;0,2801;2,3957;67,2842;15,0555;11,4458;73,5738;8,6292;15,5115;69,8695;12,7955;10,0871;52,1515;12,2004;21,724;46,7823;19,6754;22,6086;64,6793;13,2949;16,2364;55,0941;-40,3189;32,7248;20,0288;0,8096;0,6711;64,7841;18,3232;12,7935;56,7344;17,1338;16,7412;70,1314;13,5745;8,9911;37,0486;15,2318;18,7097;33,0299;13,2732;15,0969;29,1813;11,687;12,68;71,7684;-26,7845;56,2788;51,2843;0,1055;2,4767;63,7206;37,5666;61,2221;51,4142;0,1513;2,2944;51,8759;-30,9246;-28,4695;26,7378;26,0165;-28,1841;52,3336;0,1175;2,3961;31,3865;11,2331;-47,0679;52,1916;0,0395;2,484
6;2;52,0061;0,1941;2,8453;43,1944;-17,4231;24,3027;52,0696;0,1394;2,6815;47,4941;-3,0854;-26,5576;53,6038;8,9321;-29,657;52,5003;0,0921;2,4918;69,8848;-36,7899;1,5092;52,2762;0,1642;2,558;94,7215;0,5783;0,4503;52,4705;49,231;19,1226;72,0534;13,5451;11,9646;34,8872;13,5542;22,5285;63,5291;17,0192;13,8961;57,8542;11,1556;23,3087;84,0779;2,5648;84,8976;72,6889;20,7696;71,1127;83,0184;0,3481;0,6095;64,4293;13,666;15,2179;68,6056;9,6637;12,3605;34,6581;16,2526;29,8407;66,3958;8,795;18,5312;60,7342;16,2884;21,82;58,0691;16,8459;20,7495;42,1888;55,1854;34,6254;67,3632;0,1894;1,4847;43,6978;19,2913;21,2223;39,1723;13,9272;22,7592;52,253;0,1224;2,0445;51,8232;0,174;2,1347;66,1944;13,4847;13,7617;73,4981;9,1461;13,4142;51,1386;49,5696;-19,3885;51,5182;0,1914;2,1773;73,0131;9,5825;9,4772;51,4609;0,2023;1,9317;51,1073;0,1213;1,7644;51,5539;0,1877;1,8551;52,2808;0,1141;1,9234;44,7361;15,3242;22,776;51,7774;0,1809;1,8236;38,8052;0,4813;1,8721;67,9616;14,8421;11,1242;73,8942;8,5718;14,964;70,2658;12,5363;9,8863;53,8127;12,0345;22,064;48,7856;20,008;23,0691;65,9529;12,7582;15,3512;54,9412;-41,581;32,5893;19,477;0,6265;0,6415;65,6671;17,7488;12,3998;57,6432;16,9994;16,6806;70,4588;13,2608;8,7562;38,002;15,6725;18,7364;33,1196;14,0185;15,232;29,5672;11,8214;12,8444;71,1095;-27,3646;55,2186;51,6996;0,2191;2,3594;63,9637;37,1521;61,1254;51,5771;0,1502;2,346;51,6325;-31,1236;-29,3419;26,4777;26,3615;-28,6942;52,4484;0,1642;2,239;30,8018;11,9992;-46,9668;51,8621;0,0548;2,4236
6;2;51,8723;0,1586;2,6776;42,8657;-16,4679;25,0613;52,6143;0,1215;2,5476;48,2848;-3,7149;-24,9478;55,1156;8,2828;-28,2942;52,8096;0,0783;2,5325;70,7408;-35,0851;1,8636;52,2698;0,1249;2,6087;94,0983;0,6623;0,7274;51,9607;47,8123;18,7074;71,7527;13,6339;12,3935;34,9849;13,1488;22,8284;62,0882;17,2317;14,4263;56,264;11,5298;22,9333;83,8649;2,6924;85,3868;72,6669;20,6857;71,8518;81,1584;0,395;0,8855;63,3468;14,0074;15,6654;68,2779;9,8853;12,8704;34,8106;15,6013;30,2771;64,7994;8,9191;18,5448;59,4456;16,6019;22,061;56,7336;17,1827;20,8219;41,5954;54,3745;34,6536;66,4254;0,2606;1,3065;42,4715;18,53;20,8769;38,2934;13,9061;22,3565;51,9985;0,1186;2,0418;52,1985;0,1167;2,0445;64,7112;13,8607;14,5113;72,7669;9,3462;13,6952;51,3263;48,0977;-19,1639;52,0676;0,223;1,9898;72,2554;9,704;9,7893;51,7532;0,1147;1,822;52,2507;0,1434;1,7311;51,9629;0,1599;1,8079;52,6063;0,1579;1,6548;43,5078;15,0324;22,4927;52,6197;0,1381;1,7876;39,864;0,1782;2,3984;67,3674;14,8804;11,4263;73,6892;8,747;15,2437;69,624;12,6885;10,2545;51,7626;12,2205;21,5154;46,957;19,8018;22,237;64,6445;13,1951;16,0216;55,1256;-40,0618;33,0553;20,083;0,4296;1,0831;65,1195;17,9907;12,6886;57,0167;17,0784;16,707;69,8448;13,415;9,0536;36,9602;15,4756;18,7343;33,2876;13,4767;14,8874;29,6842;11,6348;12,6666;71,503;-26,3293;56,3313;52,7965;0,2025;2,4235;63,1578;38,1145;60,6383;51,8434;0,134;2,2397;51,8;-30,7838;-28,5357;26,5943;26,1562;-27,7229;52,7505;0,1921;2,1082;31,0741;11,1735;-46,8835;51,9903;0,1387;2,231
